,Particulars,search_name,Address
168,Deliver Address,Deliver Address,"Bonjour Bonheur Ocean Spray, 5/5, Dr. Nanjundarao Colony,, ( Near Indane Gas Godown ), Mylapore,, Chennai - 600 004, PH: 9790041044"
169,Born Restaurants Llp,Born Restaurants,"No.6A, Born Restaurants LLP,, New Colony 10th Street,, Adambakkam, Chennai,, Tamil Nadu, 600088, contact number : 99940 27797, Contact Person : Ajith Kumar"
170,Borromean Trading Private Limited,Borromean,"(Nilgiris Franchisee), No.2/509a, Gj Villa, River View Road,, Jayram Reddy Garden , Manapakkam,, Chennai-600116, Name:Parthepan, Mob:86670 06909"
171,Borromean Trading Private Limited(Koyambedu),Borromean,"Baashyam Crown Residences, Residenves Road,, Koyambedu, Chennai-600107"
172,Borromean Trading Private Limited(Manapakkam),Borromean,"No.2/509A, Gj Villa,, River View Road,, Jayram Reddy Garden,, Manapakkam,, Chennai-600125"
173,Borromean Trading Private Limited (MMDA),Borromean,"No 2, 10/3, Lakshmi Ammal Street,, Ayyavoo Naidu Colony,Aminjikarai, Chennai-600 029"
174,Boss 10 E Commerce Services Private Limited,Boss 10 E mmerce,"No:11/6,Ruby Mahal,, Ramanathan Street,Mahalingapuram,, Nungambakkam,Chennai-600034."
175,Bread And Butter Co,Bread And Butter,"New No 17A Old No 10, 6th Main Road R A Puram, Chennai 600 028, Mob:9940433389"
176,Break Your Burger,Break Your Burger,"4/1, Valluvar Salai, Ramapuram,, Chennai 600089, 7200221848"
177,Brews & Beyond Bistro Pvt Ltd,Brews & Beyond Bistro,"No : 55/16, 3rd Floor,, 7th Avenue, Besant Nagar, Chennai - 600090, contact no : 95666 95236"
178,Brivido Beverages Private Limited,Brivido Beverages,"117 Citi Tower, Theyagaraya Road, T Nagar Chennai 600 017."
179,Brod Gourmet Private Limited,Brod Gourmet,"No 2/189A, Kalakruti Avenue,, East coast Road,Injambakkam, Chennai,TN-600115, Mob:99866 70858"
180,BRONSKY ENTERPRISES PRIVATE LIMITED ( Atil ),BRONSKY,"Plot No 1, First St,, Classic Gardens,, Kumarasmy Nagr,, Sholinganallur,, Chennai - 600119, mob no : 8838952468"
181,Bronsky Enterprises Private Limited ( Fresh ),Bronsky,"( Fresh 2 Day ), P.No.1, 1st Street, Classic Gardens,, Kumarasamy Nagar,, Sholinganallur, Chennai -600119, Ph: 93634 26168  88389 52468"
182,Bronsky Enterprises Private Limited ( Thalambur ),Bronsky,"( Nilgiris Thalambur ), Thaha Centre, Shop No5, Door No.3/139,, Thalambur Main Road,, Chennai -600130, Ph: 93634 03731,  88389 52468"
183,Brown Tree Retail Pvt Ltd.,Brown Tree Retail,"3, Muthiyal street,, ALANDUR,, Chennai - 600 016., Phone : 4557 6309 / 4205 4460, Mobile : +91 98405 86467"
184,B.R.TEA COMPANY,B.R.TEA MPANY,"5/14, senthil nagar 2nd street,, Arumbakkam, Chennai-600106, Mob-7418341432"
185,BRYDAN FOODS (PA),BRYDAN FOODS,"(Mainland China), Ground floor Block 3, No.4/222, East coast Road, Palavakkam,, Chennai-600 041, Mob: 90425 89854, Name: Sanjay"
186,Bts Bistro,Bts Bistro,"Sf No.203/3, Plot No.129,130,, Service Road, Near Veerana Pump House,, Chennai, Tamil Nadu, 600095., Mob:9840450311, ( Delivery At Near Porur Toll Gate)"
187,Buhari Hotel - A Unit of M.B and Brothers,Buhari Hotel - A Unit of M.B and Brothers,"Old No.63, New No.52/1b,, Pulla Avenue, Shenoy Nagar, Chennai, MoB:63813 06037"
188,Burma Tamizhar Recreation Club,Burma Tamizhar Recreation Club,"No 3, ECR, Vettuvankani,, Chennai - 600115, Mob No : 9840320599"
189,Butter Up Baking Essential,Butter Up Baking Essential,"No 1,Kambar Street,, Thanthai periyar nagar,, Tharaimani, chennai 600113, Mob-96004 38665"
190,Bwatt Enterprises,Bwatt,"No:58-A,Habibullah Road,, T.Nagar,Chennai-600017., ( Delivery at BMB Venture)"
191,Bwatt Enterprises (Omr),Bwatt,"No:9,Kamala Street,, Sholinganallur,OMR,, Chennai-600119., ( Behind Ponnusamy Hotel )"
192,Bytezero Retail,Bytezero Retail,"2nd Floor,MK Tower,, No:25/4,Arcot Road,, Virugambakkam,Chennai-600092., Mob: 9840715383"
193,C2 CHIKCEN,C2 CHIKCEN,"NO :25, KOLADI MAIN ROAD, KAVERI NAGAR, THIRUVERKADU, CHENNAI 600077, PH NO : 9841101864"
194,Cafe Arabica,Cafe Arabica,"No 4 E Block 3 Rd Avenue, Anna Nagar East, Chennai 600102, Mob:9840073713"
195,Cafe De Bangkok Chennai,Cafe De Bangkok Chennai,"No. 18, Thevar Road, Nandanam,, Chennai-600035, Mob-73053 50248"
196,Cafe H,Cafe H,"No 42 1 Shanthinikethan Colony, Anna Nagar West Extn, Chennai 600 101, Mob 9840165539, 9443064541"
197,Cafe Nirvanaa Private Limited,Cafe Nirvanaa,"Striling road 3 Cross Rd, Nungambakkam Chennai-600034, Mob-99942 31965, 90250 69015"
198,Cake and Queens,Cake and Queens,"No:59,3rd Main Road,, Ramamoorthy Avenue,, Kolapakkam,Chennai-600128., Mob:9884006400"
199,Cakebee Deli Fresh Private Limited ( Nungambakkam ),Cakebee Deli Fresh,"Mahalinga Chetty St, No: 7, Mahalingampuram,, Nungambakkam, Chennai-600034., Mob: 9578031113"
200,Cake Forest,Cake Forest,"No,27, Ramanujam Street,, Poonamallee,, Chennai-600056, Mob:984121156"
201,Cake House (N),Cake House,"3A,Mgr Salai,, Nungambakkam,, Chennai-600034., Mob-99402 14899"
202,Cake Paradise,Cake Paradise,"No 481Thiruvalluvar Salai, Ramapuram,(Below Indian Bank), Chennai 600 089., Ph 94449 45033, 044 4335 8082"
203,Cake Point Private Limited,Cake Point,"AC111, Shanthi Colony Main Road,, Anna Nagar,, Chennai-600040"
204,Cake Talk,Cake Talk,"No:10,Narasimman Street,, Gurusamy Nagar,, Madhanandhapuram,, Chennai-600125., Suganthi.P, Mob:7299003045"
205,Cake Waves,Cake Waves,"No 31A Arcot Road, Ram Complex, Saligramam, Chennai, Near Avachi School Signal, Ph 7200777781, 9003124424"
206,Calicut Restaurant,Calicut Restaurant,"No 15, V O C Street,, East Coast Road,, Injambakkam, Chennai,, Chennai, Tamil Nadu, 600115, Mob:- 80729 37316"
207,California Burrito (DLF),California Burrito,"DLF Info City Chennai Limited, No:1/124,Ground Floor,Moonlight Bus Stop,, Sivaji Garden,Mugalivakkam,, Chennai-600014., Mob:9593267492."
208,California Burrito (EA),California Burrito,"Express Infrastructure Private Limited, No:49&50L,3rd Floor,, Whites Road,Royapettah,, Chennai-600014., Mob:8892844365."
209,California Burrito ( G ),California Burrito,"Kathipara Urban Square,, Flyover, near Guindy, Ramapuram, Industrial Estate, Chakrapani Colony, Guindy,, Chennai - 600016, PH: 9505536231"
210,Calis Food Products,Calis Food Products,"M- 8, Raghavan Apartments,, Thiruvalluvar Nagar,, Thiruvanmiyur,, Chennai - 600 041, PH:9600102917"
211,Cartwheel Hospitality Services Private Limited,Cartwheel Hospitality,"No:7,Works Road,Shankar Nagar,, Chromepet,Chennai-600044., Phone:044-66886688."
212,Cassandra Hospitality (OPC) Private Limited,Cassandra Hospitality,"No 100 A Poonamallee High Road, Maduravoyal, Chennai 600 095, Mob No .9677102158, Account-99626 71777"
213,Cassandra Hospitality (Opc) Private Limited(V),Cassandra Hospitality,"26 MRM Complex II Block First Floor, PH Road Velappanchavadi, Vellapanchavadi, Chennai-600077, Mob:9962671777,9962076600"
214,Cavinkare Private Limited ( Jango'z ),Cavinkare,"No:5th,#12,Cenotaph Road,, Teynampet,Chennai-600018., Mob:8667815065."
215,C&C HOTEL NEEDS,C&C HOTEL NEEDS,"OLD NO.5/1, NEW NO.3,, KRISHNAMA ROAD,, KRISHNAMA LANE,, NUNGAMBAKKAM,, Chennai-600034, Mob-93421 70401"
216,Ceebros Hotels Private Limited,Ceebros Hotels,"Pullman Chennai Anna Salai, No:636,Anna Salai,, Teynampet,Chennai-600035., Mob:91500 70924"
217,Ceebros Hotels Private Limited (A),Ceebros Hotels,"NO 636 Anna Salai, Teynampet, Chennai 600 035"
218,Ceebros Hotels Private Limited (AL),Ceebros Hotels,"120 St Marys Road Alwarpet, Chennai 600018"
219,Ceebros Hotels Private Limited (L),Ceebros Hotels,"Lola's Pizzeria, Ground Floor,, No:187,St.Mary's Road,, Alwarpet,Chennai-600018."
220,CF ENTERPRISES,CF,"1st Floor, 68A-Flat E,, 4th Main Road,, Nolambur,, Chennai - 600 037., Mob: 9944004222."
221,CG Gourmet Llp,CG Gourmet,"No:51,Kasturi Rangan Road,, Teynampet,Chennai-600018., ( Opposite to Russian Cultural Center ), Mob:7550089564"
222,Chaitanya Gourmet Pvt Ltd,Chaitanya Gourmet,"No:7/21,Zakariya Colony Main Road,, Kodambakkam,, Chennai-600024, Opp A K Travels Service, Mob:9840080885"
223,Chamiers New,Chamiers New,"No:106,Pasumpon Muthuramalinga Thevar Salai,, Ra Puram,Chennai-600028., Mob:9940681627"
224,Chandra Supermarket,Chandra Supermarket,"9 E F, Sbi Officers Colony, Arumbakkam, Chennai-600106, Mob:9840047975"
225,CHANDRIKAA HOME NEEDS,CHANDRIKAA HOME NEEDS,"65, First Avenue,, Anna Nagar,, Chennai - 600 083., Mob: 9941121511"
226,CHAOS ENTERTAINMENT,CHAOS ENTERTAINMENT,"OLD NO 57 / NEW NO 38, BALARAMAN, ROAD, ADYAR, Chennai, Tamil Nadu,, 600020, Ph No : 8056895766"
227,Charis Bespoke Cake Artist,Charis Bespoke Cake Artist,"C5,Abhinav Kailash,, No:19A,Velachery Main Road,, Venkta Puram,Saidapet,, Chennai-600015., Mob:9176350487"
228,Charison Food Industries Private Limited,Charison Food,"Ground Floor, 15, Thiru Vi Ka Nagar,, 3rd Cross Street,, Thundalam,, Chennai - 600 077., Mob: 9710560000."
229,Cheers Chocolates,Cheers Chocolates,"Sai Nilayam 7 West Club Road, Shenoy Nagar  Chennai  600030, Mob No: 9176465252, Cheerschocolates7@gmail.Com"
230,Cheers Retail Private Limited,Cheers Retail,"38/1, Cooperative Colony,, Alwarpet,, Chennai, Tamil Nadu, 600018, Ph: 90956 63000"
231,Cheerystars Baking Company,Cheerystars Baking mpany,"No 42, Ground Floor, Flower Garden, Pattinathamman Kovil Street, Periya Pilleri, Chennai - 603103, Chengalpattu, Mob : 9632710517"
232,Cheese and Groceries,Cheese and Groceries,"No:34,Sait Colony,1st Street,, Egmore,, Chennai-600008., Mob:9941125582."
233,CHEESE N FREEZE,CHEESE N FREEZE,"No.21,19th Street,, Vishwanathapuram,, Nanganallur,, Chennai-600 061, Mob- 9884397028, 7667722224"
234,Chef Arkey,Chef Arkey,"Flat No.A, Plot No.1016, HIG Type,, 5th Street, Moggapair Eri Scheme,, Chennai, Tamil Nadu, 600037, Mob:9095663000"
235,CHENNAI BEST RECREATION CLUB,CHENNAI BEST RECREATION CLUB,"39, Bazullah Road, T Nagar, Chennai,, Chennai, Tamil Nadu, 600017, Mob:63690 05457"
236,Chennai Classic Cakes,Chennai Classic Cakes,"Sri Kumaran Complex, G1,Papermills Road,, Perambur,Chennai-600011., Mob:9176660445"
237,Chennai Cultural Center,Chennai Cultural Center,"No:159,Peters Road,, Gopalapuram,, Chennai-600086., Mob:9176773097."
238,Chennai Deluxe International Hotel Private Limited,Chennai Deluxe Hotel,"Hotel Chennai Le Palace, No:5/9,Arcot Road,, Karambakkam,Chennai-600116., Mob:9551214031"
239,Chennai Deluxe International Hotel  Pvt Ltd ( K ),Chennai Deluxe Hotel,"Block No:1,Plot No:5,, E Road Koyambedu,, Chennai-600107., Mob:9710977615"
240,Chennai Food Company,Chennai Food mpany,"No.5, VMR Squares, MMRD Scheme Road,, 200 Feet Road, Radial Road,, Thuraipakkam Chennai-600097, Mob-"
241,Chennai Food Factory,Chennai Food Factory,"# 22/1, Sowrashtra Nagar 8th Street, Choolaimedu, Chennai - 600 094, Tel: 044  43576554"
242,Chennai Foods,Chennai Foods,"No:24/2,Secound Avenue,, Anna Nagar West,Chennai-600040., No:044-26162133"
243,Chennai Foods  (T),Chennai Foods,"Shed No. 72,, Sidco Industrial Estate,, Thirumazhisai, Chennai-600 124, Mob No: 9382073555"
244,Chennai Fresh Super Market,Chennai Fresh Super Market,"No. 15, Parasakthi Nagar,, Koladi Village,, Thiruverkadu Main Road,, Thiruverkadu ,, Chennai - 600 077., Mob: 8838712593."
245,Chennai Fresh Traders,Chennai Fresh Traders,"Plot No. 31, Ram Nagar,, S S Puram,, Avadi Main Road,, Thiruverkadu,, Chennai - 600077., PH: 89254 28444"
246,Chennai Traders,Chennai Traders,"No:35,Venkateswara Colony,, 3rd Cross Street,Nehru Nagar Indusrial,, Kottivakkam,Chennai-600041., Mob:9381031194 / 7305231194."
247,Cherry Gourmet,Cherry Gourmet,"No:4/18,Casurino Drive,, Neelankarai,Chennai-600115., Mob:8012026992."
248,CHERUZZI,CHERUZZI,"Floor No 1 , G Block, 10 Th Main Road, 1st Stree,, Anna Nagar, Chennai, Chennai 600040, Mob-98843 94912"
249,Chettante Kada,Chettante Kada,"No:226/9B,MGR Road,, Kandhanchavadi,Perungudi,, Chennai-600096., Mob:9947177840."
250,Chikin's,Chikin's,"Old No. 6/93, New No.5,, Govindasawy Nagar,, Kandachavadi, Chennai- 600096, Mob- 87452 55001"
251,Choalai Fresh,Choalai Fresh,"121, Nolambur 4th, Main Road,, Mogappair West,, Chennai - 600 037., Mob: 9944004222"
252,Chutney Life,Chutney Life,"No:Ac 52,4th Street,, Anna Nagar,Chennai-600040."
253,Ciacco Concepts Private Limited,Ciacco ncepts,"No 21/22, Alandur Road, Arulayiammanpet,, 2nd Street,Guindy, Chennai 600032, Mob-99446 61987"
254,Cilantro Italiana,Cilantro Italiana,"Annai Velankanni Nagar, Phase 2,Madhanathapuram, Chennai-600 116, Mob - 8754925640"
255,Cinemascope An Apart Hotel,Cinemascope An Apart Hotel,"No:4/343,A-B,Anna Salai,, East Cost Road,Palavakkam,, Chennai-600041."
256,Cinemascope Clubs and Resorts,Cinemascope Clubs and Resorts,"No:343-A,Anna Street,, Palavakkam,Chennai-600041., Mob:9841248888."
257,Cinepolis India Private Limited,Cinepolis,"BSR Mall, No:1/609,Old Mahabalipuram Road,, Thorapakkaam,Chennai-600097., Mob:8826454477."
258,Citadines OMR Apart Hotel Pvt Ltd,Citadines OMR Apart Hotel,"290,Rajivgandhi salai, OMR Sholinganallur, Chennai-600119, Mb No. 9962006366 Tel No.044 71000010, Contact Person Mr Srinivasan, 71117111"
259,Cita Foods Pvt Ltd,Cita Foods,"4 Sree Krishna Enclave, Water Land Drive Kottivakkam, Chennai 600 041"
260,Citrus Resorts Pvt Ltd,Citrus Resorts,"No.175/9, Podavur (Village), Chennai Bangalore Highway, Sriperumpudur, Kanchipuram - 108, Mob-97502 51111"
261,Citymax Hotels India Pvt Ltd,Citymax Hotels,"Krispy Kreme,F&B-2,, Ground Floor,Express Avenue,, No.49 and 50 L,Whites Road,, Royapettah,, Chennai-600014, Tel.044 28464946, Ph.9916940544, 8870222766"
262,City Recreation Centre,City Recreation Centre,"New No 80, 2nd and 3rd Floor, Prema Enclave, New Avadi Road, Kilpauk, Chennai-600010, Mob:9841827385"
263,CKR Retail Private Limited,CKR Retail,"No. 12, Cavinville, Cenotaph Road,, Teynampet, Chennai - 600018, Ph: 9790983581"
264,C KS Foods Private Limited,C KS Foods,"No:12,Poonamallee High Road,, Ekkaduthangal,, Chennai-600032., ( Delivery at Alapakkam)"
265,Classical Recreation Club,Classical Recreation Club,"No.2/222 Vettuvankeni,East Coast Road,, Chennai-600115, Mob- 9080047662 MD, 7010147066"
266,Classic Star Club,Classic Star Club,"70. Bazaar road 
MMM Signal
Collector Nagar, Anna Nagar West extn 
Chennai- 600101, Mob-99625 40625"
267,Class Worldwide Pvt Ltd,Class Worldwide,"No 2 Bagirathi Ammal Street, T Nagar Chennai 600017, Mob 98405 21527, Mr Senthil"
268,ClockWork,ClockWork,"No:93/1,D Block,, 3rd Street,Anna Nagar East,, Chennai-600102., Mob:9942093553"
269,Cloudnine Hospitality ( C ),Cloudnine Hospitality,"No. 57, Thiruvalluvar Salai,, Alwarpet, Chennai - 600 018, Mob-7299946123"
270,C M Hotel,C M Hotel,"No:778/8,Sankaralingar Street,, Gerugambakkam,, Chennai-600122., Mob:8056193920"
271,Coal Hospitality Pvt Ltd,al Hospitality,"No 7&18 Rajalakshmi Nagar  7th Cross Street, Facing 100 Feet Bye Pass Road, Velachery Chennai 600 042, Mob 9840883154, 9940993000"
272,Coffee Tales,ffee Tales,"No 7, 7th Crosee Street, Shenoy Nagar, Anna Nagar, Chennai-600 040, Ph-4204188,43561888, 098403 50003"
273,Coffee Tree Cafe,ffee Tree Cafe,"Old No 88 New No 40, Greeways Road  R A Puram, Chennai, Mob- 7395957043, Tel- 044 42343535"
274,COFFEE VILLAGE,FFEE VILLAGE,"S1, 153, FOODYS ZONE,, Chandrasekaran Avenue Main Road,, Okkiyam Thoraipakkam, Chennai,, Tamil Nadu, 600096, Mob:9994348435"
275,Cokadu,kadu,"No:2/14,Bhuvaneshwari Nagar,, 6th St, Adambakkam,Chennai-600088, Mob:9176866637 / 8124181828"
276,Collaborative Restaurant Llp,llaborative Restaurant,"Old No : 1, New No :17A,, 6th Main Road,, Raja Annamalai Puram,, Mob No:8838702218, Chennai : 600028"
277,Collective  Cuisines,llective Cuisines,"No:2nd Flour, New No.21 , Old No 11, J Block,, 6th Avenue Road, Anna Nagar, Chennai-600102, Mob:9188699178 8925996608"
278,Comforts Inn Marina Towers,mforts Inn Marina Towers,"No,2,A,Ponni Amman Koil St, Egmore,, Chennai -600 008."
279,Community Kitchen Company,mmunity Kitchen mpany,"Old No: 27A, New No: 60, 4th Main Road, Raja Annamalai Puram,, Chennai - 600028, TUSCAN TABLE-RA PURAM, Mob-96770 77347"
280,Compass India Food Services Private Limited,mpass Food,"Eco Kitchen No:8/15,, Harichandra 3rd Cross Street,, Injambakkam,Chennai-600115., Mob:9311907322"
281,Concept Bakers Pvt Ltd,ncept Bakers,"No 1 Nandhi Complex, Kamaraj Nagar Maduravoyal, Chennai 600 056, Mob No: 9941373385"
282,Concept Dine In,ncept Dine In,"No. 18 L V Prasad Road,, Dhanalakshmi Colony, Vadapalani Chennai  - 600 026, Mob No. 72002 21818"
283,Concepts,ncepts,"NO.156, Velachery Main Road, Pallikaranai,, Chennai, Tamil Nadu, 600100, 94452 87912"
284,Cone Italo,ne Italo,"NO.4, 14, Kambar St, Karambakkam,, Ponni Nagar, Porur, Chennai,Chennai-116, Mob:9884995270"
285,Confluence Banquets & Resort,nfluence Banquets & Resort,"(Unit of Arun Excello Constructions LLP), ECR OMR Junction, ECR Road Poonjeri, Mahabalipuram, Chennai 603 104, MobNo.9500126102, A/c No: 9840968740"
286,Connexions,nnexions,"IIIrd Main Road,, No.120.Natesan Nagar,, Virugambakkam, Chennai -600 092"
287,Continental Hotel Resorts,ntinental Hotel Resorts,"(Esthell Hotels&Resorts), No 1 Royal Enclave, Besant Avenue Rd Adyar, Chennai 600020, 9176011433, A/c No: 9500080333"
288,Convenio Foods International Pvt Ltd,nvenio Foods,"123/1A1, Mambakkam Village, Chennai - 600 048"
289,Cookies Cisine,okies Cisine,"No,2.Cemitry Road,, Kilpauk ,, Chennai -600 010., Cell: 9176717183"
290,Cool Cream Milano Private Limited,ol Cream Milano,"(Writers Cafe  CC Fine), No 72 Cathedral Road, Chennai 600 086, Mob No. 9884449263"
291,Cool Cream Milano Private Limited ( N ),ol Cream Milano,"( The Marina ), #39 College Road Nungambakkam, Chennai-600 006, Ph 89738 15096"
292,Cool Cream Milano Private Limited (O),ol Cream Milano,"BENJRONG, 146 TTK Road, Next Boston School, Chennai 600 018, Mob 90804 56280"
293,Cool Cream Milano Private Limited (T),ol Cream Milano,"Csir Road  Taramani, Chennai - 600 113, Mob 99405 42440"
294,Copper Kitchen Porur,pper Kitchen Porur,"6/133 Arcot Road, Karampakkam, Porur Chennai 600 116, Ph 7810991196"
295,Corn Makers,rn Makers,"Jermiah Road, Vepery, Chennai, Mob-90808 05121, 86376 51274"
296,Cornucopia,rnucopia,"Cenotaph Road, Alwarpet, Chennai - 600018"
297,Cosmic Jade Hospitality LLP,smic Jade Hospitality,"No:A3 No:27,Aston Villa Titus ,, Kumaran Colony,1st Street,, Vadapalani,Chennai-600026., Mob:9743121312."
298,Cosmopolitan Club,smopolitan Club,"No:63,Anna Salai,, Mount Road, Chennai-600002., Telephone:044-28413854."
299,Cosmopolitan Club ( Nan),smopolitan Club,"No:334,Anna Salai,, Nandanam,Chennai-600035., Near:Ymca College., Mob:9176113365."
300,Cosmos Restobar,smos Restobar,"No:12/486A,, Mambakkam Road,, Madavakkam,, Chennai-600100."
301,Counter Sales,unter Sales,Chennai.
302,Courtyard  Marriot,urtyard Marriot,"564, Anna Salai, Teynampet, Chennai - 600018"
303,CPS Super Market,CPS Super Market,"No:29A,Amman Kovil Street,, Kundrathur,Chennai-600069., Mob:9710050194"
304,Craveology Foods Private Limited,Craveology Foods,"No:4/269A,Mallurar Thottam,, Rasipuram,Chennai-637401"
305,Crazy Ivan,Crazy Ivan,"Sri Vijayalakshmi Recreation Club, No:135,Survey No:339/2A,, Bhoomi Building,Annai Indira Nagar,, Okkiyam Thoraipakkam,, Chennai-600097., Mob:9994304203."
306,CRC FOODS VENTURE,CRC FOODS VENTURE,"NO:101,Nehru St,Indra Nagar,, Kancheepuram,Chennai-631502"
307,Cream Cravers,Cream Cravers,"No 91/1  Harrington Road, Chetpet Chennai  600 031, Mob No .9551327223, 9094177777"
308,Cream Crest,Cream Crest,"No.282, GST Road, Chromepet, Chennai - 600 044"
309,Cream Gallery,Cream Gallery,"Shop No.84,Velachery Main Road,, Pallikaranai,Chennai-100,, Land Mark Oil Mill Bus Stop,, Nilgiris and Reliance Trands, Ph.7418148551"
310,Cream Story,Cream Story,"No.63, Parthasathy Koil 2nd Street,, 100 Feet Road,Ekkatuthangal,, Chennai-600 032, Mob-97908 76610"
311,CREAMY CAKE POPS,CREAMY CAKE POPS,"1B, Warren Road,, Mylapore,, Chennai - 600 004., Mob: 98410 76925."
312,Creasakthi,Creasakthi,"No 6/22  Kamakshi Amman Street, Satyamurthy Nagar, Ekkaduthangal, Chennai-600 073, 9841095927"
313,Creative Evatent,Creative Evatent,"C/o Hyatt Regency, No 365, Anna Salai, Teynampet, Chennai-600 018"
314,Crest Foods,Crest Foods,"No. 37 , Varadharajapuram, Nazarthpet , Poonamallee, Chennai - 600 056, Mob 90030 23575"
315,Crimsion Chakra,Crimsion Chakra,"No 7/11 Kadhar Nawazkhan Road, Nungambakkam, Chennai-600 034, Ph 997551253"
316,Crimson Foods,Crimson Foods,"Old No 7 New No 13, First Crescent Road, Gandhi Nagar Adyar, Chennai 600 020, Mob No.7871182262 ,7845335150, 0443111060"
317,Crispy Crust Pizzeria And Cafe,Crispy Crust Pizzeria And Cafe,"1A IIT Colony VelacherryMain Road, Narayanapuram, Pallikaranai, Chennai 600100"
318,CRK FOODS,CRK FOODS,"11/1 Mahalingam Cheeti Rd,, Mahalinga Puram, Chennai 600 034."
319,Crook Junk,Crook Junk,"28 A4 Indus Krishna apt, 14th cross St,New colony, Chromopet, Chennai 600044., Mob:98943 96843"
320,Crunchy Kitchen,Crunchy Kitchen,"No 135, MSP Complex,, Medavakkam Main Road,, Ullagaram, Chennai 600 091., Mob: 89394 62887"
321,CS4 Casa XS,CS4 Casa XS,"E34 1st Floor, Shop Number 2, 2nd Avenue Main Road, Besant Nagar, Chennai 600020., Mob 98408 34630, Mr. Avinash"
322,C S Creamery Private Ltd,C S Creamery Private Ltd,"Ground Floore Old Door No. 66 New No. 142,, Phonix Marketcity , Velacherry, Chennai - 600 042, Mob- 9962394765"
323,C S Creamery Private Ltd (ECR),C S Creamery Private Ltd,"Old S. No 15/16A4, New S No 15/16A4D, Ground and First Floor, GENTLE TIDES, East Coast Road, Sholinganallur Taluk,, Kancheepuram District, Chennai 600 115., Mob 7892529601"
